rebal_idx,date,long,short,long_ret,short_ret,gross,turnover,cost,net,formation,form,n_long,n_short
336,2026-04-17,"XLI,XLRE,XLV","XLK,XLU,XLY",-0.01750107740817401,0.016825484246446292,-0.0343265616546203,0.6666666666666666,0.000026666666666666667,-0.03435322832128697,126,cross_sectional,,
126,2025-06-16,"","",,,0.040434718578567355,1.0,0.00004,0.04039471857856736,126,time_series,5,6
147,2025-07-17,"","",,,-0.006743732068693501,0.5454545454545454,0.000021818181818181818,-0.006765550250511683,126,time_series,8,3
168,2025-08-15,"","",,,-0.0009513713969119993,0.5454545454545454,0.000021818181818181818,-0.000973189578730181,126,time_series,7,4
189,2025-09-16,"","",,,0.011352067348999137,0.36363636363636365,0.000014545454545454546,0.011337521894453683,126,time_series,7,4
210,2025-10-15,"","",,,0.02340180121171507,0.5454545454545454,0.000021818181818181818,0.023379983029896887,126,time_series,10,1
231,2025-11-13,"","",,,-0.27645585273453027,0.18181818181818182,7.272727272727273e-6,-0.276463125461803,126,time_series,9,2
252,2025-12-15,"","",,,-0.02203639430088223,0.9090909090909091,0.000036363636363636364,-0.022072757937245866,126,time_series,4,7
273,2026-01-15,"","",,,-0.022684027062860712,0.18181818181818182,7.272727272727273e-6,-0.02269129979013344,126,time_series,5,6
294,2026-02-17,"","",,,-0.0300997495035128,0.36363636363636365,0.000014545454545454546,-0.030114294958058254,126,time_series,5,6
315,2026-03-18,"","",,,-0.027397927206260126,0.36363636363636365,0.000014545454545454546,-0.02741247266080558,126,time_series,3,8
336,2026-04-17,"","",,,-0.02324312980072133,0.36363636363636365,0.000014545454545454546,-0.023257675255266785,126,time_series,5,6
